onset	duration	event_type	num_beads_high	num_beads_low	points_high	bead_type	bet_jar_type	button	initialVOI	updatedVOI
1.967613529	3.063959263	initial_beads	11	9	7	n/a	n/a	n/a	-1.39008283120292	n/a
6.35685197700001	0	bet	11	9	7	n/a	high	right	n/a	n/a
11.129497116	3.047957058	initial_beads	15	15	7	n/a	n/a	n/a	-0.908549141821781	n/a
15.122861103	0	bet	15	15	7	n/a	high	right	n/a	n/a
19.68098008	3.048574286	initial_beads	12	18	70	n/a	n/a	n/a	-1.79961680670884	n/a
23.279758131	1.215166457	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.79961680670884	-1.92671863808989
25.552108431	0	additional_draw_allowed	12	19	70	n/a	n/a	n/a	-1.79961680670884	-1.92671863808989
26.714059374	0	terminate_draw	12	19	70	n/a	n/a	left	-1.79961680670884	n/a
27.229155557	0	bet	12	19	70	n/a	high	right	n/a	n/a
31.738218561	3.04597192400001	initial_beads	9	11	7	n/a	n/a	n/a	-0.869663288631855	n/a
36.327414726	1.15739404	extra_bead	n/a	n/a	7	low	n/a	n/a	-0.869663288631855	-1.06156710675566
37.534896126	0	additional_draw_allowed	9	12	7	n/a	n/a	n/a	-0.869663288631855	-1.06156710675566
38.509488586	0	terminate_draw	9	12	7	n/a	n/a	right	-0.869663288631855	n/a
39.080294129	0	bet	9	12	7	n/a	high	right	n/a	n/a
41.578052085	3.045665406	initial_beads	10	10	7	n/a	n/a	n/a	-0.908549141821781	n/a
45.597620534	0	bet	10	10	7	n/a	high	right	n/a	n/a
50.098818108	3.045585987	initial_beads	14	6	70	n/a	n/a	n/a	-1.86417958275177	n/a
53.892842741	0	bet	14	6	70	n/a	high	right	n/a	n/a
57.391233595	3.048893111	initial_beads	15	15	70	n/a	n/a	n/a	-0.908549141821781	n/a
61.984771378	1.19972085799999	extra_bead	n/a	n/a	70	high	n/a	n/a	-0.908549141821781	-1.13178054515916
64.738570635	0	additional_draw_allowed	16	15	70	n/a	n/a	n/a	-0.908549141821781	-1.13178054515916
65.556364567	0	terminate_draw	16	15	70	n/a	n/a	left	-0.908549141821781	n/a
66.251666532	0	bet	16	15	70	n/a	high	right	n/a	n/a
70.262289463	3.04412309200001	initial_beads	6	14	70	n/a	n/a	n/a	-1.9678294270774	n/a
74.348146325	1.174266066	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.9678294270774	-1.94647871454116
76.0743034	0	additional_draw_allowed	6	15	70	n/a	n/a	n/a	-1.9678294270774	-1.94647871454116
76.889764319	0	terminate_draw	6	15	70	n/a	n/a	right	-1.9678294270774	n/a
77.429476951	0	bet	6	15	70	n/a	low	left	n/a	n/a
80.444604486	3.045791067	initial_beads	5	15	70	n/a	n/a	n/a	-1.89742428822289	n/a
