onset	duration	event_type	num_beads_high	num_beads_low	points_high	bead_type	bet_jar_type	button	initialVOI	updatedVOI
1.15803078199997	3.05456084800005	initial_beads	6	14	7	n/a	n/a	n/a	-1.9678294270774	n/a
6.01385037099999	0	bet	6	14	7	n/a	low	right	n/a	n/a
10.6293691550001	3.04570538399992	initial_beads	12	8	70	n/a	n/a	n/a	-1.65295917478599	n/a
14.7241328810001	0	bet	12	8	70	n/a	high	left	n/a	n/a
19.282603484	3.04567565299999	initial_beads	15	5	70	n/a	n/a	n/a	-2.37553074021502	n/a
22.8705768020001	1.197634462	extra_bead	n/a	n/a	70	high	n/a	n/a	-2.37553074021502	-2.52253133076282
25.120827336	0	additional_draw_allowed	16	5	70	n/a	n/a	n/a	-2.37553074021502	-2.52253133076282
26.541989951	0	terminate_draw	16	5	70	n/a	n/a	left	-2.37553074021502	n/a
27.0263422950001	0	bet	16	5	70	n/a	high	left	n/a	n/a
31.532998645	3.04580745299995	initial_beads	13	7	70	n/a	n/a	n/a	-1.61038043399938	n/a
36.1200169910001	1.16268378699999	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.61038043399938	-1.67697607350893
37.338242886	0	additional_draw_allowed	14	7	70	n/a	n/a	n/a	-1.61038043399938	-1.67697607350893
38.31691715	0	additional_draw	n/a	n/a	70	high	n/a	left	-1.61038043399938	n/a
38.569003859	0	additional_draw	n/a	n/a	70	high	n/a	left	-1.61038043399938	n/a
38.773823492	0	additional_draw	n/a	n/a	70	low	n/a	left	-1.61038043399938	n/a
38.962611898	0	additional_draw	n/a	n/a	70	low	n/a	left	-1.61038043399938	n/a
39.1914977070001	0	additional_draw	n/a	n/a	70	high	n/a	left	-1.61038043399938	n/a
39.417059601	0	additional_draw	n/a	n/a	70	low	n/a	left	-1.61038043399938	n/a
39.6051934650001	0	additional_draw	n/a	n/a	70	high	n/a	left	-1.61038043399938	n/a
39.775343121	0	additional_draw	n/a	n/a	70	high	n/a	left	-1.61038043399938	n/a
39.964497241	0	additional_draw	n/a	n/a	70	high	n/a	left	-1.61038043399938	n/a
40.144861225	0	additional_draw	n/a	n/a	70	low	n/a	left	-1.61038043399938	n/a
40.3238121750001	0	additional_draw	n/a	n/a	70	high	n/a	left	-1.61038043399938	n/a
40.664945578	0	additional_draw	n/a	n/a	70	low	n/a	left	-1.61038043399938	n/a
40.820322951	0	additional_draw	n/a	n/a	70	high	n/a	left	-1.61038043399938	n/a
41.016313919	0	additional_draw	n/a	n/a	70	high	n/a	left	-1.61038043399938	n/a
41.22032581	0	additional_draw	n/a	n/a	70	low	n/a	left	-1.61038043399938	n/a
41.3952701540001	0	additional_draw	n/a	n/a	70	high	n/a	left	-1.61038043399938	n/a
41.597339303	0	additional_draw	n/a	n/a	70	high	n/a	left	-1.61038043399938	n/a
41.7814359290001	0	additional_draw	n/a	n/a	70	low	n/a	left	-1.61038043399938	n/a
41.959406503	0	additional_draw	n/a	n/a	70	low	n/a	left	-1.61038043399938	n/a
44.067957752	0	bet	25	15	70	n/a	high	left	n/a	n/a
46.577150132	3.04963291699994	initial_beads	20	10	7	n/a	n/a	n/a	-2.37553074021502	n/a
50.524051125	0	bet	20	10	7	n/a	high	left	n/a	n/a
