onset	duration	event_type	num_beads_high	num_beads_low	points_high	bead_type	bet_jar_type	button	initialVOI	updatedVOI
1.14063780200001	3.05410329699998	initial_beads	13	7	70	n/a	n/a	n/a	-1.61038043399938	n/a
5.040257795	0	bet	13	7	70	n/a	high	right	n/a	n/a
9.17555107999999	3.04613920899999	initial_beads	6	14	70	n/a	n/a	n/a	-1.9678294270774	n/a
12.9394735139999	0	bet	6	14	70	n/a	low	left	n/a	n/a
16.4994267549999	3.05098990500005	initial_beads	15	15	70	n/a	n/a	n/a	-0.908549141821781	n/a
20.175368019	0	bet	15	15	70	n/a	high	right	n/a	n/a
24.1821849849999	3.04643252300002	initial_beads	10	10	70	n/a	n/a	n/a	-0.908549141821781	n/a
28.099783572	0	bet	10	10	70	n/a	high	right	n/a	n/a
31.1228807169999	3.04969149300007	initial_beads	14	16	7	n/a	n/a	n/a	-0.869663288631855	n/a
34.2189584719999	1.17713837100007	extra_bead	n/a	n/a	7	high	n/a	n/a	-0.869663288631855	-0.809922418078171
37.451442563	0	additional_draw_allowed	15	16	7	n/a	n/a	n/a	-0.869663288631855	-0.809922418078171
38.8668905219999	0	terminate_draw	15	16	7	n/a	n/a	right	-0.869663288631855	n/a
39.184164463	0	bet	15	16	7	n/a	high	right	n/a	n/a
41.7250130689999	3.04912973199998	initial_beads	17	13	7	n/a	n/a	n/a	-1.65295917478599	n/a
45.819821788	1.18411249299993	extra_bead	n/a	n/a	7	high	n/a	n/a	-1.65295917478599	-1.63249142378056
48.056635402	0	additional_draw_allowed	18	13	7	n/a	n/a	n/a	-1.65295917478599	-1.63249142378056
49.029863707	0	terminate_draw	18	13	7	n/a	n/a	left	-1.65295917478599	n/a
49.396512156	0	bet	18	13	7	n/a	high	right	n/a	n/a
53.901349603	3.04623872000002	initial_beads	7	13	70	n/a	n/a	n/a	-1.79961680670884	n/a
58.988777587	1.16371822899998	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.79961680670884	-1.58833812291982
60.7039335559999	0	additional_draw_allowed	8	13	70	n/a	n/a	n/a	-1.79961680670884	-1.58833812291982
62.1538683809999	0	terminate_draw	8	13	70	n/a	n/a	right	-1.79961680670884	n/a
63.043194277	0	bet	8	13	70	n/a	low	left	n/a	n/a
66.559402492	3.04606083699991	initial_beads	12	8	7	n/a	n/a	n/a	-1.65295917478599	n/a
69.647830518	1.18973785799994	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.65295917478599	-1.58166614013995
70.9070532669999	0	additional_draw_allowed	12	9	7	n/a	n/a	n/a	-1.65295917478599	-1.58166614013995
71.744776443	0	terminate_draw	12	9	7	n/a	n/a	left	-1.65295917478599	n/a
72.084847716	0	bet	12	9	7	n/a	high	right	n/a	n/a
76.142367788	3.04972479399999	initial_beads	20	10	7	n/a	n/a	n/a	-2.37553074021502	n/a
80.737304247	1.195928063	extra_bead	n/a	n/a	7	high	n/a	n/a	-2.37553074021502	-2.52253133076282
82.988395149	0	additional_draw_allowed	21	10	7	n/a	n/a	n/a	-2.37553074021502	-2.52253133076282
83.8725302839999	0	terminate_draw	21	10	7	n/a	n/a	right	-2.37553074021502	n/a
84.129225656	0	bet	21	10	7	n/a	high	right	n/a	n/a
88.149595066	3.04602408599999	initial_beads	7	13	7	n/a	n/a	n/a	-1.79961680670884	n/a
92.13248547	0	bet	7	13	7	n/a	low	left	n/a	n/a
94.6469800149999	3.04447011500008	initial_beads	10	10	7	n/a	n/a	n/a	-0.908549141821781	n/a
98.3271165499999	0	bet	10	10	7	n/a	high	right	n/a	n/a
102.847903751	3.04976318000001	initial_beads	16	14	70	n/a	n/a	n/a	-1.39008283120292	n/a
107.444342597	1.17280420300006	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.39008283120292	-1.58166614013995
109.672494917	0	additional_draw_allowed	17	14	70	n/a	n/a	n/a	-1.39008283120292	-1.58166614013995
110.710737653	0	terminate_draw	17	14	70	n/a	n/a	right	-1.39008283120292	n/a
110.9645732	0	bet	17	14	70	n/a	high	right	n/a	n/a
114.038775535	3.04964299299991	initial_beads	11	19	7	n/a	n/a	n/a	-1.9678294270774	n/a
117.135574299	1.18393155199999	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.9678294270774	-1.94647871454116
119.87560045	0	additional_draw_allowed	11	20	7	n/a	n/a	n/a	-1.9678294270774	-1.94647871454116
120.516665842	0	terminate_draw	11	20	7	n/a	n/a	left	-1.9678294270774	n/a
120.794406654	0	bet	11	20	7	n/a	low	left	n/a	n/a
123.301072706	3.04681407199996	initial_beads	5	15	7	n/a	n/a	n/a	-1.89742428822289	n/a
127.889552112	1.16471959199998	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.89742428822289	-1.84935502257263
130.106689853	0	additional_draw_allowed	5	16	7	n/a	n/a	n/a	-1.89742428822289	-1.84935502257263
130.633747768	0	terminate_draw	5	16	7	n/a	n/a	left	-1.89742428822289	n/a
130.909890491	0	bet	5	16	7	n/a	low	left	n/a	n/a
135.418724281	3.04629148499998	initial_beads	12	8	70	n/a	n/a	n/a	-1.65295917478599	n/a
139.506928198	1.16321007900001	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.65295917478599	-1.63249142378056
142.22336539	0	additional_draw_allowed	13	8	70	n/a	n/a	n/a	-1.65295917478599	-1.63249142378056
143.367143088	0	terminate_draw	13	8	70	n/a	n/a	left	-1.65295917478599	n/a
143.716540356	0	bet	13	8	70	n/a	high	right	n/a	n/a
146.221958077	3.04673823200005	initial_beads	14	6	70	n/a	n/a	n/a	-1.86417958275177	n/a
149.310459012	1.156673157	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.86417958275177	-2.12751860353776
152.519601	0	additional_draw_allowed	15	6	70	n/a	n/a	n/a	-1.86417958275177	-2.12751860353776
153.072043011	0	terminate_draw	15	6	70	n/a	n/a	right	-1.86417958275177	n/a
153.352640379	0	bet	15	6	70	n/a	high	right	n/a	n/a
156.853054492	3.04975049899997	initial_beads	12	18	7	n/a	n/a	n/a	-1.79961680670884	n/a
160.897056699	0	bet	12	18	7	n/a	low	left	n/a	n/a
163.895459522	3.04628342699993	initial_beads	9	11	7	n/a	n/a	n/a	-0.869663288631855	n/a
167.483419312	1.15774505899992	extra_bead	n/a	n/a	7	high	n/a	n/a	-0.869663288631855	-0.809922418078171
169.19281557	0	additional_draw_allowed	10	11	7	n/a	n/a	n/a	-0.869663288631855	-0.809922418078171
170.675526926	0	terminate_draw	10	11	7	n/a	n/a	right	-0.869663288631855	n/a
171.865981973	0	bet	10	11	7	n/a	high	right	n/a	n/a
174.367035126	3.04667108799993	initial_beads	8	12	70	n/a	n/a	n/a	-1.32390665973505	n/a
179.456174887	1.15693288199998	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.32390665973505	-1.58833812291982
182.165418754	0	additional_draw_allowed	8	13	70	n/a	n/a	n/a	-1.32390665973505	-1.58833812291982
182.841730493	0	terminate_draw	8	13	70	n/a	n/a	left	-1.32390665973505	n/a
183.08534893	0	bet	8	13	70	n/a	low	left	n/a	n/a
185.586572331	3.04656461800005	initial_beads	5	15	70	n/a	n/a	n/a	-1.89742428822289	n/a
188.67487684	1.151908521	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.89742428822289	-1.94647871454116
190.379354612	0	additional_draw_allowed	6	15	70	n/a	n/a	n/a	-1.89742428822289	-1.94647871454116
191.018762058	0	terminate_draw	6	15	70	n/a	n/a	right	-1.89742428822289	n/a
191.312032089	0	bet	6	15	70	n/a	low	left	n/a	n/a
195.814689535	3.05005021299996	initial_beads	18	12	70	n/a	n/a	n/a	-1.61038043399938	n/a
