onset	duration	event_type	num_beads_high	num_beads_low	points_high	bead_type	bet_jar_type	button	initialVOI	updatedVOI
2.010334482	3.06901163400001	initial_beads	11	19	7	n/a	n/a	n/a	-1.9678294270774	n/a
8.099560693	0	bet	11	19	7	n/a	low	left	n/a	n/a
11.699558986	3.04871507	initial_beads	11	19	70	n/a	n/a	n/a	-1.9678294270774	n/a
16.296528017	1.219160931	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.9678294270774	-1.94647871454116
18.073679923	0	additional_draw_allowed	11	20	70	n/a	n/a	n/a	-1.9678294270774	-1.94647871454116
19.617005572	0	additional_draw	n/a	n/a	70	high	n/a	left	-1.9678294270774	n/a
20.377057779	0	additional_draw	n/a	n/a	70	low	n/a	left	-1.9678294270774	n/a
21.130151222	0	additional_draw	n/a	n/a	70	low	n/a	left	-1.9678294270774	n/a
22.590845678	0	additional_draw	n/a	n/a	70	low	n/a	left	-1.9678294270774	n/a
23.87189421	0	terminate_draw	12	23	70	n/a	n/a	right	-1.9678294270774	n/a
25.143404102	0	bet	12	23	70	n/a	low	left	n/a	n/a
29.153446783	3.04572133	initial_beads	10	10	70	n/a	n/a	n/a	-0.908549141821781	n/a
32.242821051	1.15269793099999	extra_bead	n/a	n/a	70	low	n/a	n/a	-0.908549141821781	-0.809922418078171
35.447903919	0	additional_draw_allowed	10	11	70	n/a	n/a	n/a	-0.908549141821781	-0.809922418078171
36.583409633	0	terminate_draw	10	11	70	n/a	n/a	left	-0.908549141821781	n/a
37.911493871	0	bet	10	11	70	n/a	high	right	n/a	n/a
40.915329537	3.044713125	initial_beads	12	8	7	n/a	n/a	n/a	-1.65295917478599	n/a
44.000702642	1.152343031	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.65295917478599	-1.58166614013995
46.20508641	0	additional_draw_allowed	12	9	7	n/a	n/a	n/a	-1.65295917478599	-1.58166614013995
47.331757842	0	terminate_draw	12	9	7	n/a	n/a	right	-1.65295917478599	n/a
48.711792742	0	bet	12	9	7	n/a	high	right	n/a	n/a
52.863373635	3.048602626	initial_beads	20	10	7	n/a	n/a	n/a	-2.37553074021502	n/a
57.45662556	1.161390364	extra_bead	n/a	n/a	7	low	n/a	n/a	-2.37553074021502	-2.12751860353776
59.174819434	0	additional_draw_allowed	20	11	7	n/a	n/a	n/a	-2.37553074021502	-2.12751860353776
59.943020487	0	terminate_draw	20	11	7	n/a	n/a	right	-2.37553074021502	n/a
60.64533738	0	bet	20	11	7	n/a	high	right	n/a	n/a
65.151959455	3.045395966	initial_beads	15	5	7	n/a	n/a	n/a	-2.37553074021502	n/a
69.42411011	0	bet	15	5	7	n/a	high	right	n/a	n/a
73.933793018	3.048354469	initial_beads	10	20	70	n/a	n/a	n/a	-1.89742428822289	n/a
77.526677522	1.199343294	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.89742428822289	-1.94647871454116
79.281400054	0	additional_draw_allowed	11	20	70	n/a	n/a	n/a	-1.89742428822289	-1.94647871454116
80.643193403	0	additional_draw	n/a	n/a	70	low	n/a	right	-1.89742428822289	n/a
82.088963861	0	terminate_draw	11	21	70	n/a	n/a	left	-1.89742428822289	n/a
82.674755537	0	bet	11	21	70	n/a	low	left	n/a	n/a
87.177007337	3.044370323	initial_beads	13	7	70	n/a	n/a	n/a	-1.61038043399938	n/a
91.494032528	0	bet	13	7	70	n/a	high	right	n/a	n/a
94.499801238	3.04918607800001	initial_beads	12	18	70	n/a	n/a	n/a	-1.79961680670884	n/a
99.522997443	0	bet	12	18	70	n/a	low	left	n/a	n/a
102.024852307	3.045801192	initial_beads	13	7	7	n/a	n/a	n/a	-1.61038043399938	n/a
106.112781594	1.16868216	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.61038043399938	-1.63249142378056
107.347571011	0	additional_draw_allowed	13	8	7	n/a	n/a	n/a	-1.61038043399938	-1.63249142378056
108.76515925	0	additional_draw	n/a	n/a	7	high	n/a	left	-1.61038043399938	n/a
109.393789237	0	terminate_draw	14	8	7	n/a	n/a	right	-1.61038043399938	n/a
109.855011372	0	bet	14	8	7	n/a	high	right	n/a	n/a
112.361254508	3.04543591200002	initial_beads	14	6	70	n/a	n/a	n/a	-1.86417958275177	n/a
117.449678817	1.15706464600001	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.86417958275177	-1.67697607350893
120.659874599	0	additional_draw_allowed	14	7	70	n/a	n/a	n/a	-1.86417958275177	-1.67697607350893
121.653931314	0	terminate_draw	14	7	70	n/a	n/a	left	-1.86417958275177	n/a
121.984632966	0	bet	14	7	70	n/a	high	right	n/a	n/a
125.489426357	3.045600347	initial_beads	6	14	7	n/a	n/a	n/a	-1.9678294270774	n/a
130.077153075	1.16419801200001	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.9678294270774	-1.94647871454116
133.293746852	0	additional_draw_allowed	6	15	7	n/a	n/a	n/a	-1.9678294270774	-1.94647871454116
134.454292858	0	terminate_draw	6	15	7	n/a	n/a	left	-1.9678294270774	n/a
136.019877157	0	bet	6	15	7	n/a	low	left	n/a	n/a
139.022156462	3.044844278	initial_beads	11	9	70	n/a	n/a	n/a	-1.39008283120292	n/a
143.112565795	0	bet	11	9	70	n/a	high	right	n/a	n/a
145.618349795	3.044982718	initial_beads	5	15	7	n/a	n/a	n/a	-1.89742428822289	n/a
150.041537476	0	bet	5	15	7	n/a	low	left	n/a	n/a
154.549128182	3.04845190200001	initial_beads	14	16	70	n/a	n/a	n/a	-0.869663288631855	n/a
158.142544246	1.16109380499998	extra_bead	n/a	n/a	70	high	n/a	n/a	-0.869663288631855	-0.809922418078171
161.358653494	0	additional_draw_allowed	15	16	70	n/a	n/a	n/a	-0.869663288631855	-0.809922418078171
163.018444151	0	additional_draw	n/a	n/a	70	low	n/a	left	-0.869663288631855	n/a
164.361193368	0	additional_draw	n/a	n/a	70	low	n/a	left	-0.869663288631855	n/a
164.999260714	0	additional_draw	n/a	n/a	70	low	n/a	left	-0.869663288631855	n/a
165.523719815	0	additional_draw	n/a	n/a	70	high	n/a	left	-0.869663288631855	n/a
166.30295164	0	additional_draw	n/a	n/a	70	low	n/a	left	-0.869663288631855	n/a
170.250176823	0	bet	16	20	70	n/a	low	left	n/a	n/a
174.271803551	3.04886076900002	initial_beads	16	14	7	n/a	n/a	n/a	-1.39008283120292	n/a
177.365765118	1.159268817	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.39008283120292	-1.13178054515916
179.080307507	0	additional_draw_allowed	16	15	7	n/a	n/a	n/a	-1.39008283120292	-1.13178054515916
180.695478943	0	additional_draw	n/a	n/a	7	high	n/a	right	-1.39008283120292	n/a
181.332090299	0	additional_draw	n/a	n/a	7	high	n/a	right	-1.39008283120292	n/a
181.758492956	0	additional_draw	n/a	n/a	7	low	n/a	right	-1.39008283120292	n/a
183.024814388	0	terminate_draw	18	16	7	n/a	n/a	left	-1.39008283120292	n/a
183.353177429	0	bet	18	16	7	n/a	high	right	n/a	n/a
185.856659121	3.04544333200002	initial_beads	15	5	70	n/a	n/a	n/a	-2.37553074021502	n/a
189.833752952	0	bet	15	5	70	n/a	high	right	n/a	n/a
193.840241413	3.045936482	initial_beads	7	13	7	n/a	n/a	n/a	-1.79961680670884	n/a
196.927783715	1.15235580800001	extra_bead	n/a	n/a	7	high	n/a	n/a	-1.79961680670884	-1.58833812291982
199.632580929	0	additional_draw_allowed	8	13	7	n/a	n/a	n/a	-1.79961680670884	-1.58833812291982
200.450813209	0	terminate_draw	8	13	7	n/a	n/a	left	-1.79961680670884	n/a
200.754973801	0	bet	8	13	7	n/a	low	left	n/a	n/a
203.260168208	3.049413926	initial_beads	14	16	7	n/a	n/a	n/a	-0.869663288631855	n/a
208.8480961	0	bet	14	16	7	n/a	high	right	n/a	n/a
211.85607048	3.04961056599998	initial_beads	10	20	7	n/a	n/a	n/a	-1.89742428822289	n/a
217.419559433	0	bet	10	20	7	n/a	low	left	n/a	n/a
219.928901115	3.05258351500004	initial_beads	20	10	70	n/a	n/a	n/a	-2.37553074021502	n/a
224.027806035	1.179712542	extra_bead	n/a	n/a	70	high	n/a	n/a	-2.37553074021502	-2.52253133076282
225.762685735	0	additional_draw_allowed	21	10	70	n/a	n/a	n/a	-2.37553074021502	-2.52253133076282
227.347188941	0	terminate_draw	21	10	70	n/a	n/a	left	-2.37553074021502	n/a
228.837211691	0	bet	21	10	70	n/a	high	right	n/a	n/a
231.34511107	3.04621125200003	initial_beads	7	13	70	n/a	n/a	n/a	-1.79961680670884	n/a
234.946981803	1.15749314300001	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.79961680670884	-1.58833812291982
237.655428104	0	additional_draw_allowed	8	13	70	n/a	n/a	n/a	-1.79961680670884	-1.58833812291982
239.218620618	0	additional_draw	n/a	n/a	70	low	n/a	left	-1.79961680670884	n/a
240.010082511	0	additional_draw	n/a	n/a	70	low	n/a	left	-1.79961680670884	n/a
240.534528624	0	additional_draw	n/a	n/a	70	low	n/a	left	-1.79961680670884	n/a
241.020082106	0	additional_draw	n/a	n/a	70	low	n/a	left	-1.79961680670884	n/a
242.40508386	0	additional_draw	n/a	n/a	70	low	n/a	left	-1.79961680670884	n/a
243.507784604	0	terminate_draw	8	18	70	n/a	n/a	right	-1.79961680670884	n/a
243.879913209	0	bet	8	18	70	n/a	low	left	n/a	n/a
247.382886822	3.04643854300002	initial_beads	5	15	70	n/a	n/a	n/a	-1.89742428822289	n/a
250.973319145	1.15802541599999	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.89742428822289	-1.94647871454116
252.68407961	0	additional_draw_allowed	6	15	70	n/a	n/a	n/a	-1.89742428822289	-1.94647871454116
