onset	duration	event_type	num_beads_high	num_beads_low	points_high	bead_type	bet_jar_type	button	initialVOI	updatedVOI
2.097197626	3.068322903	initial_beads	19	11	70	n/a	n/a	n/a	-1.81705013765952	n/a
6.236748744	1.38506393	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.81705013765952	-1.94997974047832
8.681720443	0	additional_draw_allowed	20	11	70	n/a	n/a	n/a	-1.81705013765952	-1.94997974047832
9.530767526	0	terminate_draw	20	11	70	n/a	n/a	left	-1.81705013765952	n/a
10.198215217	0	bet	20	11	70	n/a	high	left	n/a	n/a
12.906981675	3.04913419	initial_beads	11	19	70	n/a	n/a	n/a	-1.138188793927	n/a
16.500728347	1.195807573	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.138188793927	-1.3478457800959
17.74765293	0	additional_draw_allowed	11	20	70	n/a	n/a	n/a	-1.138188793927	-1.3478457800959
18.926797775	0	terminate_draw	11	20	70	n/a	n/a	left	-1.138188793927	n/a
19.330722774	0	bet	11	20	70	n/a	low	right	n/a	n/a
22.326464457	3.045838038	initial_beads	7	13	70	n/a	n/a	n/a	-0.589627797957679	n/a
27.413415508	1.155283583	extra_bead	n/a	n/a	70	high	n/a	n/a	-0.589627797957679	-0.313754982757747
29.618461902	0	additional_draw_allowed	8	13	70	n/a	n/a	n/a	-0.589627797957679	-0.313754982757747
30.44565203	0	additional_draw	n/a	n/a	70	low	n/a	right	-0.589627797957679	n/a
31.088915652	0	additional_draw	n/a	n/a	70	low	n/a	right	-0.589627797957679	n/a
31.636367663	0	terminate_draw	8	15	70	n/a	n/a	left	-0.589627797957679	n/a
31.946551383	0	bet	8	15	70	n/a	low	right	n/a	n/a
36.442292417	3.044293878	initial_beads	12	8	170	n/a	n/a	n/a	-1.09459050204685	n/a
39.526851054	1.147888386	extra_bead	n/a	n/a	170	high	n/a	n/a	-1.09459050204685	-1.30585515991628
42.226096146	0	additional_draw_allowed	13	8	170	n/a	n/a	n/a	-1.09459050204685	-1.30585515991628
42.77457136	0	terminate_draw	13	8	170	n/a	n/a	left	-1.09459050204685	n/a
43.090543762	0	bet	13	8	170	n/a	high	left	n/a	n/a
47.086928919	3.045614516	initial_beads	7	13	170	n/a	n/a	n/a	-0.589627797957679	n/a
51.989222734	0	bet	7	13	170	n/a	low	right	n/a	n/a
54.988928427	3.045472127	initial_beads	9	11	170	n/a	n/a	n/a	0.0890658505832835	n/a
59.514428298	0	bet	9	11	170	n/a	high	left	n/a	n/a
64.018012424	3.04775653499999	initial_beads	10	20	170	n/a	n/a	n/a	-1.4925306317869	n/a
67.610165325	1.193010362	extra_bead	n/a	n/a	170	low	n/a	n/a	-1.4925306317869	-1.57230111622249
70.358295118	0	additional_draw_allowed	10	21	170	n/a	n/a	n/a	-1.4925306317869	-1.57230111622249
70.835595937	0	terminate_draw	10	21	170	n/a	n/a	left	-1.4925306317869	n/a
71.260046522	0	bet	10	21	170	n/a	low	right	n/a	n/a
74.77751415	3.049233738	initial_beads	20	10	70	n/a	n/a	n/a	-2.05610688680499	n/a
79.373862992	1.195489958	extra_bead	n/a	n/a	70	high	n/a	n/a	-2.05610688680499	-2.1267270006725
82.623977206	0	additional_draw_allowed	21	10	70	n/a	n/a	n/a	-2.05610688680499	-2.1267270006725
83.446673835	0	terminate_draw	21	10	70	n/a	n/a	right	-2.05610688680499	n/a
83.860953818	0	bet	21	10	70	n/a	high	left	n/a	n/a
87.872602472	3.048862211	initial_beads	15	15	170	n/a	n/a	n/a	-0.138966595832955	n/a
92.292884985	0	bet	15	15	170	n/a	high	left	n/a	n/a
94.80678093	3.045572161	initial_beads	6	14	170	n/a	n/a	n/a	-1.138188793927	n/a
98.392954645	1.16528951299999	extra_bead	n/a	n/a	170	high	n/a	n/a	-1.138188793927	-0.876610606661621
