onset	duration	event_type	num_beads_high	num_beads_low	points_high	bead_type	bet_jar_type	button	initialVOI	updatedVOI
2.002040395	3.065500277	initial_beads	13	7	70	n/a	n/a	n/a	-1.61038043399938	n/a
5.13801012	1.386285688	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.61038043399938	-1.63249142378056
8.081831818	0	additional_draw_allowed	13	8	70	n/a	n/a	n/a	-1.61038043399938	-1.63249142378056
9.669221564	0	terminate_draw	13	8	70	n/a	n/a	left	-1.61038043399938	n/a
10.049011804	0	bet	13	8	70	n/a	high	right	n/a	n/a
14.840273595	3.04938734	initial_beads	10	20	7	n/a	n/a	n/a	-1.89742428822289	n/a
18.536699726	0	bet	10	20	7	n/a	low	left	n/a	n/a
22.038468305	3.045563656	initial_beads	9	11	70	n/a	n/a	n/a	-0.869663288631855	n/a
27.127689405	1.159166656	extra_bead	n/a	n/a	70	low	n/a	n/a	-0.869663288631855	-1.06156710675566
28.838457075	0	additional_draw_allowed	9	12	70	n/a	n/a	n/a	-0.869663288631855	-1.06156710675566
30.998707943	0	terminate_draw	9	12	70	n/a	n/a	right	-0.869663288631855	n/a
31.298647871	0	bet	9	12	70	n/a	low	left	n/a	n/a
33.799636964	3.045901727	initial_beads	6	14	7	n/a	n/a	n/a	-1.9678294270774	n/a
36.886572411	1.17595231600001	extra_bead	n/a	n/a	7	high	n/a	n/a	-1.9678294270774	-1.92671863808989
39.114794532	0	additional_draw_allowed	7	14	7	n/a	n/a	n/a	-1.9678294270774	-1.92671863808989
40.249371752	0	terminate_draw	7	14	7	n/a	n/a	left	-1.9678294270774	n/a
40.665095656	0	bet	7	14	7	n/a	low	left	n/a	n/a
44.672316445	3.04595599300001	initial_beads	8	12	7	n/a	n/a	n/a	-1.32390665973505	n/a
49.759975687	1.160008925	extra_bead	n/a	n/a	7	high	n/a	n/a	-1.32390665973505	-1.06156710675566
52.972358941	0	additional_draw_allowed	9	12	7	n/a	n/a	n/a	-1.32390665973505	-1.06156710675566
54.054641063	0	terminate_draw	9	12	7	n/a	n/a	left	-1.32390665973505	n/a
54.460288785	0	bet	9	12	7	n/a	low	left	n/a	n/a
58.965287889	3.045408409	initial_beads	5	15	7	n/a	n/a	n/a	-1.89742428822289	n/a
