onset	duration	event_type	num_beads_high	num_beads_low	points_high	bead_type	bet_jar_type	button	initialVOI	updatedVOI
1.135368191	3.05327751899995	initial_beads	6	14	70	n/a	n/a	n/a	-1.138188793927	n/a
4.73748446799993	1.31473183700007	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.138188793927	-1.3478457800959
6.60652422700002	0	additional_draw_allowed	6	15	70	n/a	n/a	n/a	-1.138188793927	-1.3478457800959
6.96565252999994	0	additional_draw	n/a	n/a	70	low	n/a	right	-1.138188793927	n/a
7.926424419	0	terminate_draw	6	16	70	n/a	n/a	left	-1.138188793927	n/a
8.60745318399995	0	bet	6	16	70	n/a	low	right	n/a	n/a
11.792422245	3.04932765899991	initial_beads	16	14	170	n/a	n/a	n/a	-0.60879559985906	n/a
15.386273825	1.19624287099998	extra_bead	n/a	n/a	170	high	n/a	n/a	-0.60879559985906	-0.859880583731738
17.136892389	0	additional_draw_allowed	17	14	170	n/a	n/a	n/a	-0.60879559985906	-0.859880583731738
18.093321456	0	terminate_draw	17	14	170	n/a	n/a	left	-0.60879559985906	n/a
18.9802693399999	0	bet	17	14	170	n/a	high	left	n/a	n/a
21.982493898	3.04584026399993	initial_beads	14	6	170	n/a	n/a	n/a	-1.81705013765952	n/a
27.069544383	1.15469939799993	extra_bead	n/a	n/a	170	high	n/a	n/a	-1.81705013765952	-1.94997974047832
29.7759686229999	0	additional_draw_allowed	15	6	170	n/a	n/a	n/a	-1.81705013765952	-1.94997974047832
31.118881942	0	terminate_draw	15	6	170	n/a	n/a	right	-1.81705013765952	n/a
31.464262684	0	bet	15	6	170	n/a	high	left	n/a	n/a
34.961871976	3.04588245399998	initial_beads	7	13	170	n/a	n/a	n/a	-0.589627797957679	n/a
38.5489081989999	1.15461422300007	extra_bead	n/a	n/a	170	low	n/a	n/a	-0.589627797957679	-0.876610606661621
39.754515651	0	additional_draw_allowed	7	14	170	n/a	n/a	n/a	-0.589627797957679	-0.876610606661621
41.18975253	0	terminate_draw	7	14	170	n/a	n/a	right	-0.589627797957679	n/a
43.809429171	0	bet	7	14	170	n/a	low	right	n/a	n/a
46.3107189139999	3.04901665099999	initial_beads	14	16	170	n/a	n/a	n/a	0.0890658505832835	n/a
50.772418661	0	bet	14	16	170	n/a	low	right	n/a	n/a
55.274898188	3.04899044700005	initial_beads	15	15	170	n/a	n/a	n/a	-0.138966595832955	n/a
59.3693895709999	1.15775048099999	extra_bead	n/a	n/a	170	low	n/a	n/a	-0.138966595832955	0.0199108487249338
61.080880604	0	additional_draw_allowed	15	16	170	n/a	n/a	n/a	-0.138966595832955	0.0199108487249338
62.767806112	0	additional_draw	n/a	n/a	170	low	n/a	right	-0.138966595832955	n/a
63.2373110999999	0	additional_draw	n/a	n/a	170	low	n/a	right	-0.138966595832955	n/a
63.648494226	0	additional_draw	n/a	n/a	170	low	n/a	right	-0.138966595832955	n/a
64.144273654	0	terminate_draw	15	19	170	n/a	n/a	left	-0.138966595832955	n/a
64.5673815939999	0	bet	15	19	170	n/a	low	right	n/a	n/a
68.5815878779999	3.04535094000005	initial_beads	5	15	70	n/a	n/a	n/a	-1.4925306317869	n/a
72.654930588	0	bet	5	15	70	n/a	low	right	n/a	n/a
75.170071879	3.04469512999992	initial_beads	7	13	70	n/a	n/a	n/a	-0.589627797957679	n/a
79.256170483	1.168329814	extra_bead	n/a	n/a	70	high	n/a	n/a	-0.589627797957679	-0.313754982757747
81.975952977	0	additional_draw_allowed	8	13	70	n/a	n/a	n/a	-0.589627797957679	-0.313754982757747
82.57475104	0	additional_draw	n/a	n/a	70	low	n/a	right	-0.589627797957679	n/a
82.898230681	0	additional_draw	n/a	n/a	70	low	n/a	right	-0.589627797957679	n/a
83.297598086	0	additional_draw	n/a	n/a	70	high	n/a	right	-0.589627797957679	n/a
83.958802964	0	additional_draw	n/a	n/a	70	low	n/a	right	-0.589627797957679	n/a
84.274514328	0	additional_draw	n/a	n/a	70	high	n/a	right	-0.589627797957679	n/a
84.901208535	0	additional_draw	n/a	n/a	70	low	n/a	right	-0.589627797957679	n/a
85.32282679	0	additional_draw	n/a	n/a	70	high	n/a	right	-0.589627797957679	n/a
85.878636391	0	additional_draw	n/a	n/a	70	low	n/a	right	-0.589627797957679	n/a
86.124784484	0	additional_draw	n/a	n/a	70	high	n/a	right	-0.589627797957679	n/a
86.755514039	0	additional_draw	n/a	n/a	70	high	n/a	right	-0.589627797957679	n/a
89.473246177	0	bet	13	18	70	n/a	high	left	n/a	n/a
93.484952248	3.05061932000001	initial_beads	17	13	70	n/a	n/a	n/a	-1.09459050204685	n/a
97.5797558739999	1.188833155	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.09459050204685	-1.30585515991628
100.823684579	0	additional_draw_allowed	18	13	70	n/a	n/a	n/a	-1.09459050204685	-1.30585515991628
102.069310275	0	terminate_draw	18	13	70	n/a	n/a	right	-1.09459050204685	n/a
102.360322037	0	bet	18	13	70	n/a	high	left	n/a	n/a
106.873344061	3.04568635199996	initial_beads	11	9	170	n/a	n/a	n/a	-0.60879559985906	n/a
109.960419345	1.15441889199997	extra_bead	n/a	n/a	170	low	n/a	n/a	-0.60879559985906	-0.359251370277085
112.166883971	0	additional_draw_allowed	11	10	170	n/a	n/a	n/a	-0.60879559985906	-0.359251370277085
113.220978976	0	terminate_draw	11	10	170	n/a	n/a	right	-0.60879559985906	n/a
113.62391569	0	bet	11	10	170	n/a	high	left	n/a	n/a
116.635359279	3.04606341599992	initial_beads	6	14	170	n/a	n/a	n/a	-1.138188793927	n/a
121.723001552	1.16030310099995	extra_bead	n/a	n/a	170	high	n/a	n/a	-1.138188793927	-0.876610606661621
124.435727292	0	additional_draw_allowed	7	14	170	n/a	n/a	n/a	-1.138188793927	-0.876610606661621
125.318499366	0	terminate_draw	7	14	170	n/a	n/a	right	-1.138188793927	n/a
125.945241864	0	bet	7	14	170	n/a	low	right	n/a	n/a
129.449845191	3.04611926500002	initial_beads	14	6	70	n/a	n/a	n/a	-1.81705013765952	n/a
134.037143254	1.15909688900001	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.81705013765952	-1.6643221650255
136.748409637	0	additional_draw_allowed	14	7	70	n/a	n/a	n/a	-1.81705013765952	-1.6643221650255
138.128306044	0	terminate_draw	14	7	70	n/a	n/a	left	-1.81705013765952	n/a
138.692512323	0	bet	14	7	70	n/a	high	left	n/a	n/a
141.200532384	3.04945563800004	initial_beads	12	18	170	n/a	n/a	n/a	-0.589627797957679	n/a
144.295138555	1.15262501899997	extra_bead	n/a	n/a	170	low	n/a	n/a	-0.589627797957679	-0.876610606661621
